,Time (sec),request_arrival
0,0.006332209760684723,1
1,0.06947875617821311,2
2,0.35177200837786127,3
3,0.3745101095295028,4
4,0.3820726538313425,5
5,0.5580515357978808,6
6,0.6134744530888009,7
7,0.8103067666494012,8
8,1.0327589432248419,9
9,1.0343889353634086,10
10,1.3338364206067799,11
11,1.3760829876285974,12
12,1.4786752200988682,13
13,1.5041048913477761,14
14,1.73551725808678,15
15,2.0626023656983468,16
16,2.9666561621208514,17
17,3.1674193484924724,18
18,3.4083433997741843,19
19,3.6236473851113957,20
