,Batch Id,batch_size
1166,1166,4
1167,1167,4
1168,1168,4
1169,1169,4
1170,1170,4
1171,1171,4
1172,1172,4
1173,1173,4
1174,1174,4
1175,1175,4
1176,1176,4
1177,1177,4
1178,1178,4
1179,1179,4
1180,1180,4
1181,1181,4
1182,1182,4
1183,1183,4
1184,1184,4
1185,1185,4
1186,1186,4
1187,1187,4
1188,1188,4
1189,1189,4
1190,1190,4
1191,1191,4
1192,1192,4
1193,1193,4
1194,1194,4
1195,1195,4
1196,1196,4
1197,1197,4
1198,1198,4
1199,1199,4
1200,1200,4
1201,1201,4
1202,1202,4
1203,1203,4
1204,1204,4
1205,1205,4
1206,1206,4
1207,1207,4
1208,1208,4
1209,1209,4
1210,1210,4
1211,1211,3
1212,1212,3
1213,1213,3
1214,1214,3
1215,1215,3
1216,1216,3
1217,1217,3
1218,1218,3
1219,1219,3
1220,1220,3
1221,1221,3
1222,1222,3
1223,1223,3
1224,1224,2
1225,1225,2
1226,1226,2
1227,1227,2
1228,1228,2
1229,1229,2
1230,1230,2
1231,1231,2
1232,1232,2
1233,1233,2
1234,1234,2
1235,1235,2
1236,1236,2
1237,1237,2
1238,1238,2
1239,1239,1
1240,1240,1
1241,1241,1
1242,1242,1
1243,1243,1
1244,1244,1
1245,1245,1
1246,1246,1
1247,1247,1
1248,1248,1
1249,1249,1
1250,1250,1
1251,1251,1
1252,1252,1
