,Batch Id,batch_num_tokens
167,167,16
168,168,16
169,169,16
170,170,16
171,171,16
172,172,16
173,173,16
174,174,16
175,175,16
176,176,16
177,177,16
178,178,16
179,179,16
180,180,16
181,181,16
182,182,16
183,183,16
184,184,16
185,185,16
186,186,16
187,187,16
188,188,16
189,189,16
190,190,16
191,191,16
192,192,16
193,193,16
194,194,16
195,195,16
196,196,16
197,197,16
198,198,16
199,199,16
200,200,16
201,201,16
202,202,16
203,203,16
204,204,16
205,205,16
206,206,16
207,207,16
208,208,16
209,209,144
210,210,144
211,211,144
212,212,144
213,213,17
214,214,17
215,215,17
216,216,17
217,217,17
218,218,17
219,219,17
220,220,17
221,221,145
222,222,145
223,223,145
224,224,145
225,225,18
226,226,18
227,227,18
228,228,18
229,229,18
230,230,18
231,231,18
232,232,18
233,233,18
234,234,18
235,235,18
236,236,146
237,237,146
238,238,146
239,239,146
240,240,19
241,241,19
242,242,19
243,243,19
244,244,19
245,245,19
246,246,19
247,247,19
248,248,19
249,249,275
250,250,275
251,251,275
252,252,403
253,253,149
254,254,149
255,255,277
256,256,150
257,257,150
258,258,278
259,259,151
260,260,151
261,261,151
262,262,152
263,263,152
264,264,152
265,265,280
266,266,153
267,267,153
268,268,153
269,269,26
270,270,26
271,271,26
272,272,26
273,273,26
274,274,26
275,275,26
276,276,26
277,277,26
278,278,26
279,279,26
280,280,26
281,281,26
282,282,26
283,283,26
284,284,26
285,285,26
286,286,26
287,287,26
288,288,26
289,289,26
290,290,26
291,291,26
292,292,26
293,293,26
294,294,26
295,295,26
296,296,26
297,297,26
298,298,26
299,299,26
300,300,26
301,301,26
302,302,26
303,303,26
304,304,26
305,305,26
306,306,154
307,307,154
308,308,154
309,309,154
310,310,27
311,311,27
312,312,27
313,313,27
314,314,27
315,315,27
316,316,27
317,317,27
318,318,155
319,319,155
320,320,155
321,321,155
322,322,28
323,323,28
324,324,28
325,325,28
326,326,28
327,327,28
328,328,28
329,329,28
330,330,28
331,331,28
332,332,28
333,333,28
334,334,28
335,335,28
336,336,156
337,337,156
338,338,156
339,339,156
340,340,29
341,341,157
342,342,157
343,343,157
344,344,157
345,345,30
346,346,30
347,347,30
348,348,30
349,349,30
350,350,30
351,351,30
352,352,30
353,353,30
354,354,30
355,355,158
356,356,158
357,357,158
358,358,158
359,359,31
360,360,31
361,361,31
362,362,31
363,363,31
364,364,31
365,365,31
366,366,31
367,367,31
368,368,31
369,369,31
370,370,159
371,371,159
372,372,159
373,373,159
374,374,32
375,375,32
376,376,32
377,377,32
378,378,32
379,379,32
380,380,32
381,381,32
382,382,32
383,383,32
384,384,32
385,385,32
386,386,32
387,387,32
388,388,32
389,389,288
390,390,288
391,391,288
392,392,416
393,393,162
394,394,162
395,395,162
396,396,35
397,397,35
398,398,35
399,399,35
400,400,35
401,401,35
402,402,35
403,403,35
404,404,35
405,405,35
406,406,35
407,407,35
408,408,35
409,409,35
410,410,35
411,411,35
412,412,35
413,413,35
414,414,35
415,415,35
416,416,35
417,417,35
418,418,35
419,419,35
420,420,35
421,421,35
422,422,35
423,423,35
424,424,35
425,425,35
426,426,35
427,427,163
428,428,163
429,429,163
430,430,163
431,431,164
432,432,164
433,433,164
434,434,164
435,435,165
436,436,165
437,437,165
438,438,165
439,439,38
440,440,38
441,441,38
442,442,166
443,443,166
444,444,166
445,445,294
446,446,167
447,447,295
448,448,295
449,449,168
450,450,168
451,451,41
452,452,41
453,453,41
454,454,41
455,455,41
456,456,41
457,457,41
458,458,41
459,459,41
460,460,41
461,461,41
462,462,41
463,463,41
464,464,41
465,465,41
466,466,41
467,467,41
468,468,41
469,469,41
470,470,41
471,471,41
472,472,41
473,473,41
474,474,169
475,475,169
476,476,297
477,477,297
478,478,170
479,479,170
480,480,43
481,481,43
482,482,43
483,483,299
484,484,299
485,485,299
486,486,299
487,487,45
488,488,45
489,489,45
490,490,45
491,491,45
492,492,173
493,493,173
494,494,173
495,495,173
496,496,46
497,497,46
498,498,174
499,499,174
500,500,174
501,501,174
502,502,175
503,503,175
504,504,175
505,505,175
506,506,48
507,507,48
508,508,48
509,509,176
510,510,176
511,511,176
512,512,176
513,513,49
514,514,49
515,515,49
516,516,49
517,517,49
518,518,49
519,519,49
520,520,49
521,521,49
522,522,49
523,523,49
524,524,49
525,525,49
526,526,49
527,527,49
528,528,49
529,529,49
530,530,49
531,531,177
532,532,177
533,533,177
534,534,177
535,535,50
536,536,50
537,537,50
538,538,50
539,539,50
540,540,50
541,541,50
542,542,50
543,543,50
544,544,178
545,545,178
546,546,178
547,547,178
548,548,51
549,549,51
550,550,51
551,551,179
552,552,179
553,553,179
554,554,179
555,555,52
556,556,52
557,557,52
558,558,52
559,559,52
560,560,52
561,561,180
562,562,180
563,563,180
564,564,180
565,565,53
566,566,181
567,567,181
568,568,181
569,569,181
570,570,54
571,571,54
572,572,54
573,573,54
574,574,54
575,575,54
576,576,54
577,577,54
578,578,54
579,579,54
580,580,54
581,581,54
582,582,54
583,583,54
584,584,54
585,585,54
586,586,54
587,587,54
588,588,54
589,589,54
590,590,54
591,591,54
592,592,54
593,593,54
594,594,54
595,595,54
596,596,54
597,597,54
598,598,182
599,599,182
600,600,182
601,601,310
602,602,311
603,603,311
604,604,311
605,605,184
606,606,57
607,607,57
608,608,57
609,609,57
610,610,57
611,611,57
612,612,57
613,613,57
614,614,57
615,615,57
616,616,57
617,617,57
618,618,57
619,619,57
620,620,57
621,621,57
622,622,185
623,623,185
624,624,185
625,625,185
626,626,58
627,627,58
628,628,58
629,629,58
630,630,58
631,631,186
632,632,186
633,633,314
634,634,314
635,635,187
636,636,187
637,637,60
638,638,60
639,639,188
640,640,188
641,641,188
642,642,188
643,643,61
644,644,61
645,645,189
646,646,189
647,647,189
648,648,317
649,649,190
650,650,190
651,651,190
652,652,63
653,653,63
654,654,63
655,655,63
656,656,63
657,657,63
658,658,63
659,659,63
660,660,63
661,661,63
662,662,63
663,663,63
664,664,63
665,665,63
666,666,63
667,667,63
668,668,63
669,669,63
670,670,63
671,671,63
672,672,63
673,673,191
674,674,191
675,675,191
676,676,191
677,677,64
678,678,64
679,679,64
680,680,64
681,681,64
682,682,64
683,683,64
684,684,64
685,685,64
686,686,64
687,687,64
688,688,64
689,689,320
690,690,320
691,691,320
692,692,320
693,693,66
694,694,66
695,695,66
696,696,66
697,697,66
698,698,66
699,699,66
700,700,66
701,701,66
702,702,66
703,703,66
704,704,66
705,705,66
706,706,66
707,707,66
708,708,66
709,709,66
710,710,66
711,711,66
712,712,66
713,713,66
714,714,194
715,715,194
716,716,194
717,717,194
718,718,195
719,719,195
720,720,195
721,721,195
722,722,68
723,723,68
724,724,68
725,725,68
726,726,68
727,727,68
728,728,68
729,729,68
730,730,196
731,731,324
732,732,324
733,733,324
734,734,197
735,735,70
736,736,198
737,737,198
738,738,198
739,739,198
740,740,71
741,741,71
742,742,71
743,743,71
744,744,71
745,745,71
746,746,71
747,747,71
748,748,71
749,749,71
750,750,71
751,751,71
752,752,71
753,753,199
754,754,327
755,755,327
756,756,327
757,757,200
758,758,73
759,759,73
760,760,73
761,761,73
762,762,73
763,763,73
764,764,201
765,765,201
766,766,329
767,767,329
768,768,202
769,769,202
770,770,75
771,771,75
772,772,75
773,773,75
774,774,203
775,775,203
776,776,203
777,777,203
778,778,76
779,779,204
780,780,204
781,781,332
782,782,332
783,783,205
784,784,205
785,785,78
786,786,206
787,787,206
788,788,334
789,789,334
790,790,207
791,791,207
792,792,80
793,793,80
794,794,208
795,795,208
796,796,208
797,797,208
798,798,81
799,799,81
800,800,81
801,801,81
802,802,81
803,803,81
804,804,81
805,805,81
806,806,81
807,807,81
808,808,81
809,809,81
810,810,81
811,811,81
812,812,337
813,813,337
814,814,337
815,815,337
816,816,83
817,817,83
818,818,83
819,819,211
820,820,339
821,821,339
822,822,339
823,823,212
824,824,85
825,825,213
826,826,213
827,827,213
828,828,213
829,829,86
830,830,86
831,831,86
832,832,86
833,833,86
834,834,86
835,835,86
836,836,214
837,837,342
838,838,342
839,839,342
840,840,343
841,841,216
842,842,216
843,843,216
844,844,217
845,845,217
846,846,217
847,847,217
848,848,90
849,849,90
850,850,90
851,851,218
852,852,346
853,853,346
854,854,474
855,855,475
856,856,348
857,857,348
858,858,349
859,859,222
860,860,350
861,861,350
862,862,223
863,863,223
864,864,96
865,865,96
866,866,96
867,867,96
868,868,96
869,869,96
870,870,96
871,871,96
872,872,96
873,873,96
874,874,96
875,875,96
876,876,96
877,877,224
878,878,224
879,879,224
880,880,224
881,881,97
882,882,97
883,883,97
884,884,97
885,885,97
886,886,97
887,887,97
888,888,97
889,889,97
890,890,353
891,891,353
892,892,353
893,893,353
894,894,99
895,895,99
896,896,99
897,897,99
898,898,99
899,899,99
900,900,99
901,901,227
902,902,227
903,903,227
904,904,227
905,905,100
906,906,100
907,907,100
908,908,100
909,909,100
910,910,100
911,911,100
912,912,100
913,913,100
914,914,100
915,915,100
916,916,100
917,917,228
918,918,356
919,919,484
920,920,612
921,921,485
922,922,358
923,923,231
924,924,104
925,925,104
926,926,104
927,927,104
928,928,104
929,929,104
930,930,104
931,931,104
932,932,104
933,933,104
934,934,104
935,935,104
936,936,104
937,937,104
938,938,104
939,939,104
940,940,104
941,941,104
942,942,104
943,943,104
944,944,232
945,945,232
946,946,232
947,947,232
948,948,105
949,949,105
950,950,105
951,951,105
952,952,105
953,953,233
954,954,233
955,955,233
956,956,361
957,957,234
958,958,234
959,959,234
960,960,107
961,961,107
962,962,107
963,963,107
964,964,107
965,965,107
966,966,107
967,967,107
968,968,107
969,969,107
970,970,107
971,971,107
972,972,107
973,973,107
974,974,107
975,975,107
976,976,107
977,977,107
978,978,107
979,979,107
980,980,107
981,981,107
982,982,107
983,983,107
984,984,107
985,985,107
986,986,107
987,987,107
988,988,107
989,989,235
990,990,235
991,991,235
992,992,235
993,993,108
994,994,108
995,995,108
996,996,236
997,997,236
998,998,364
999,999,364
1000,1000,237
1001,1001,237
1002,1002,238
1003,1003,237
1004,1004,237
1005,1005,237
1006,1006,110
1007,1007,110
1008,1008,109
1009,1009,109
1010,1010,237
1011,1011,237
1012,1012,237
1013,1013,237
1014,1014,238
1015,1015,238
1016,1016,238
1017,1017,238
1018,1018,111
1019,1019,111
1020,1020,111
1021,1021,111
1022,1022,111
1023,1023,111
1024,1024,111
1025,1025,239
1026,1026,239
1027,1027,239
1028,1028,239
1029,1029,112
1030,1030,112
1031,1031,112
1032,1032,112
1033,1033,112
1034,1034,111
1035,1035,111
1036,1036,109
1037,1037,109
1038,1038,109
1039,1039,109
1040,1040,109
1041,1041,109
1042,1042,109
1043,1043,109
1044,1044,237
1045,1045,365
1046,1046,364
1047,1047,364
1048,1048,237
1049,1049,109
1050,1050,109
1051,1051,237
1052,1052,365
1053,1053,493
1054,1054,493
1055,1055,366
1056,1056,239
1057,1057,112
1058,1058,240
1059,1059,240
1060,1060,240
1061,1061,240
1062,1062,241
1063,1063,241
1064,1064,240
1065,1065,240
1066,1066,113
1067,1067,113
1068,1068,113
1069,1069,113
1070,1070,113
1071,1071,113
1072,1072,113
1073,1073,113
1074,1074,113
1075,1075,113
1076,1076,113
1077,1077,113
1078,1078,241
1079,1079,241
1080,1080,241
1081,1081,239
1082,1082,112
1083,1083,112
1084,1084,112
1085,1085,240
1086,1086,240
1087,1087,368
1088,1088,368
1089,1089,369
1090,1090,369
1091,1091,242
1092,1092,242
1093,1093,115
1094,1094,115
1095,1095,115
1096,1096,243
1097,1097,243
1098,1098,243
1099,1099,243
1100,1100,244
1101,1101,244
1102,1102,243
1103,1103,243
1104,1104,115
1105,1105,115
1106,1106,115
1107,1107,115
1108,1108,115
1109,1109,114
1110,1110,113
1111,1111,113
1112,1112,113
1113,1113,113
1114,1114,113
1115,1115,113
1116,1116,113
1117,1117,113
1118,1118,113
1119,1119,113
1120,1120,113
1121,1121,113
1122,1122,113
1123,1123,113
1124,1124,113
1125,1125,112
1126,1126,112
1127,1127,112
1128,1128,112
1129,1129,112
1130,1130,112
1131,1131,112
1132,1132,240
1133,1133,368
1134,1134,368
1135,1135,368
1136,1136,241
1137,1137,114
1138,1138,114
1139,1139,114
1140,1140,114
1141,1141,114
1142,1142,114
1143,1143,114
1144,1144,114
1145,1145,114
1146,1146,114
1147,1147,113
1148,1148,241
1149,1149,241
1150,1150,241
1151,1151,241
1152,1152,114
1153,1153,114
1154,1154,114
1155,1155,114
1156,1156,114
1157,1157,114
1158,1158,114
1159,1159,114
1160,1160,242
1161,1161,370
1162,1162,370
1163,1163,370
1164,1164,243
1165,1165,116
1166,1166,116
1167,1167,244
1168,1168,244
1169,1169,244
1170,1170,244
1171,1171,117
1172,1172,117
1173,1173,117
1174,1174,117
1175,1175,117
1176,1176,117
1177,1177,117
1178,1178,117
1179,1179,117
1180,1180,117
1181,1181,117
1182,1182,117
1183,1183,117
1184,1184,117
1185,1185,117
1186,1186,117
1187,1187,117
1188,1188,117
1189,1189,117
1190,1190,117
1191,1191,373
1192,1192,373
1193,1193,501
1194,1194,501
1195,1195,247
1196,1196,247
1197,1197,120
1198,1198,120
1199,1199,120
1200,1200,120
1201,1201,120
1202,1202,120
1203,1203,120
1204,1204,120
1205,1205,120
1206,1206,120
1207,1207,120
1208,1208,120
1209,1209,120
1210,1210,120
1211,1211,120
1212,1212,247
1213,1213,247
1214,1214,247
1215,1215,247
1216,1216,120
1217,1217,120
1218,1218,120
1219,1219,120
1220,1220,120
1221,1221,120
1222,1222,120
1223,1223,120
1224,1224,247
1225,1225,247
1226,1226,247
1227,1227,247
1228,1228,120
1229,1229,120
1230,1230,120
1231,1231,120
1232,1232,120
1233,1233,120
1234,1234,120
1235,1235,120
1236,1236,120
1237,1237,120
1238,1238,120
1239,1239,247
1240,1240,247
1241,1241,247
1242,1242,247
1243,1243,120
1244,1244,120
1245,1245,120
1246,1246,120
1247,1247,120
1248,1248,120
1249,1249,120
1250,1250,120
1251,1251,120
1252,1252,374
1253,1253,374
1254,1254,374
1255,1255,501
1256,1256,247
1257,1257,247
1258,1258,374
1259,1259,247
1260,1260,247
1261,1261,374
1262,1262,247
1263,1263,247
1264,1264,247
1265,1265,247
1266,1266,247
1267,1267,247
1268,1268,374
1269,1269,247
1270,1270,247
1271,1271,247
1272,1272,120
1273,1273,120
1274,1274,120
1275,1275,120
1276,1276,120
1277,1277,120
1278,1278,120
1279,1279,120
1280,1280,120
1281,1281,120
1282,1282,120
1283,1283,120
1284,1284,120
1285,1285,120
1286,1286,120
1287,1287,120
1288,1288,120
1289,1289,120
1290,1290,120
1291,1291,120
1292,1292,120
1293,1293,120
1294,1294,120
1295,1295,120
1296,1296,120
1297,1297,120
1298,1298,120
1299,1299,120
1300,1300,120
1301,1301,120
1302,1302,120
1303,1303,120
1304,1304,120
1305,1305,120
1306,1306,120
1307,1307,120
1308,1308,120
1309,1309,247
1310,1310,247
1311,1311,247
1312,1312,247
1313,1313,120
1314,1314,120
1315,1315,120
1316,1316,120
1317,1317,120
1318,1318,120
1319,1319,120
1320,1320,120
1321,1321,247
1322,1322,247
1323,1323,247
1324,1324,247
1325,1325,120
1326,1326,120
1327,1327,120
1328,1328,120
1329,1329,120
1330,1330,120
1331,1331,120
1332,1332,120
1333,1333,120
1334,1334,29
