rid,seqlen,extend_input_len,cached_tokens,finished_reason,finished_len,lb_entry_time,lb_entry_time_perf,decode_prealloc_queue_entry_time,decode_transfer_queue_entry_time,wait_queue_entry_time,forward_entry_time,completion_time,retraction_count,is_retracted,retracted_stain,kv_committed_len,kv_allocated_len,input_len,output_len,disagg_mode
a704fd273bda4e3f95aea01d88bb41f2,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.5943172,8740020.476000119,8740020.477366444,8740020.478155838,8740020.478388283,8740020.47864283,8740037.735892948,0,False,False,15500,15500,15000,500,decode
1a5f6ed358cf4620b33ca8bbd904c4d0,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.6293967,8740020.511299515,8740020.885713741,8740020.886824885,8740020.890785681,8740020.893607741,8740037.78179116,0,False,False,15500,15500,15000,500,decode
2a708e8d80b54a039ebe1f490bb77738,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.664723,8740020.544648422,8740020.885756072,8740020.887214582,8740020.890808567,8740020.893608386,8740037.781810146,0,False,False,15500,15500,15000,500,decode
920f24df6971433ba48b4783f7240b6f,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.698056,8740020.577232966,8740020.885792144,8740020.887584398,8740020.890828941,8740020.89360924,8740037.78182412,0,False,False,15500,15500,15000,500,decode
2451d0c505ac4217981a688ca77b75bf,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.730649,8740020.610080494,8740020.885823382,8740020.887921,8740020.890848624,8740020.893609576,8740037.781836743,0,False,False,15500,15500,15000,500,decode
46d1500843064e9491499b30f04cc4dd,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.763496,8740020.642751502,8740020.885853143,8740020.88825838,8740020.890867705,8740020.893609935,8740037.781849394,0,False,False,15500,15500,15000,500,decode
74a01d9a677e42da90e495932c8a9792,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.7961426,8740020.674728783,8740020.885882303,8740020.888597801,8740020.890888005,8740020.893610263,8740037.781862771,0,False,False,15500,15500,15000,500,decode
79382722c0414167a7f62cbec7f5db4e,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.828158,8740020.707891423,8740020.885911115,8740020.888927722,8740020.890907904,8740020.893610654,8740037.781875782,0,False,False,15500,15500,15000,500,decode
3264764d2db940ba80d020053bb34875,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.8612936,8740020.74167052,8740020.885940377,8740020.889251325,8740020.890927183,8740020.893610924,8740037.781887978,0,False,False,15500,15500,15000,500,decode
8e4e46cb764d4c9483f05ad539954a25,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.8950806,8740020.776499059,8740020.885969725,8740020.889585575,8740020.89094646,8740020.89361134,8740037.78190062,0,False,False,15500,15500,15000,500,decode
f8e5bb87968f42a9a6cc50d9468f4427,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.9307933,8740020.812513672,8740020.885998342,8740020.889909562,8740020.890965138,8740020.893611614,8740037.781913029,0,False,False,15500,15500,15000,500,decode
1e04d8b163dd4c328c10dcba7fa19f32,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473614.9659126,8740020.84771059,8740020.886026382,8740020.890227787,8740020.890984174,8740020.89361195,8740037.78192551,0,False,False,15500,15500,15000,500,decode
62a71c7721f447f1bd537f3332dd7e01,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473615.0011375,8740020.88336925,8740020.886053907,8740020.890559388,8740020.891004402,8740020.893612366,8740037.781938205,0,False,False,15500,15500,15000,500,decode
5cc15c51d30b4dc1acb6b8508fb70636,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473615.0367777,8740020.918797342,8740021.087586407,8740021.088391801,8740021.089913482,8740021.091084277,8740037.853565067,0,False,False,15499,15499,15000,500,decode
58a42483d9dc4121973c5a4f8debdfcc,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473615.0722141,8740020.953286594,8740021.087626701,8740021.088764211,8740021.089934237,8740021.091084812,8740037.853589958,0,False,False,15499,15499,15000,500,decode
ad727a3f748741f2a736a7d855500d1d,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473615.1067026,8740020.990101261,8740021.087658534,8740021.089071617,8740021.089953292,8740021.091085132,8740037.853603926,0,False,False,15499,15499,15000,500,decode
0004c2ed90364120b93b5911ae00af08,15500,15001,0,"{""type"": ""length"", ""length"": 500}",500,1777473615.1436028,8740021.025420947,8740021.08768774,8740021.089402292,8740021.08997113,8740021.091085417,8740037.853616685,0,False,False,15499,15499,15000,500,decode
